contig_name,start_18S,end_18S,start_28S,end_28S,ITS_start,ITS_end,strand,score,genome_name,ITS_length
JAHRBC010000007.1,3720274,3722100,3722303,3727074,3722101,3722302,+,1378.3,GCA_022702545.1,201
JAHRBC010000007.1,3732367,3734195,3734398,3739169,3734196,3734397,+,1393.0,GCA_022702545.1,201
JAHRBC010000007.1,3744460,3746286,3746489,3751262,3746287,3746488,+,1378.3,GCA_022702545.1,201
JAHRBC010000005.1,5095670,5097471,5097674,5102519,5097472,5097673,+,1155.0,GCA_022702545.1,201
JAHWDV010000018.1,3798,5600,5779,9598,5601,5778,+,1406.5,GCA_022702605.1,177
JAHWDV010000018.1,12705,14506,14685,18504,14507,14684,+,1398.0,GCA_022702605.1,177
JAHWDV010000018.1,21612,23413,23592,27410,23414,23591,+,1401.0,GCA_022702605.1,177
JAHWDV010000018.1,30518,32319,32498,36317,32320,32497,+,1398.0,GCA_022702605.1,177
JAHWDV010000018.1,39423,41224,41403,45221,41225,41402,+,1398.0,GCA_022702605.1,177
JAHWDV010000017.1,1424469,1426270,1426449,1430268,1426271,1426448,+,1398.0,GCA_022702605.1,177
JAKLMZ010000018.1,34650,36794,36969,43671,36795,36968,+,1360.2,GCA_022813185.1,173
JAKLMW010000142.1,914,2713,2894,6566,2714,2893,+,1498.1,GCA_022813215.1,179
JAKLMC020000089.1,892,2687,2897,6454,2688,2896,+,1484.8,GCA_022813615.2,208
JAKLMB010000070.1,1860,3659,3826,8690,3660,3825,+,1421.3,GCA_022813625.1,165
JAKLLY010000049.1,1091,2889,3044,6564,2890,3043,+,1508.7,GCA_022813715.1,153
JALEAC010000023.1,139360,141925,142101,149400,141926,142100,+,1225.8,GCA_022813765.1,174
JAKLNJ010000011.1,1278,3075,3242,8451,3076,3241,+,1460.6,GCA_022814545.1,165
JAKLNE010000136.1,916,2710,2867,7038,2711,2866,+,1451.0,GCA_022814615.1,155
JAIWYR010000062.1,134558,136362,136604,143263,136363,136603,+,1502.7,GCA_022818075.1,240
JAIWYR010000062.1,144257,146060,146302,151270,146061,146301,+,1493.4,GCA_022818075.1,240
BQXU01000082.1,1,1469,1646,5170,1470,1645,+,962.3,GCA_022836535.1,175
BQXV01000008.1,4211190,4212984,4213161,4216685,4212985,4213160,+,1439.1,GCA_022836555.1,175
JAGKRU010000012.1,4818,6622,6816,11973,6623,6815,+,1519.2,GCA_022884055.1,192
JAGKRU010000012.1,14499,16301,16495,21652,16302,16494,+,1503.9,GCA_022884055.1,192
JAGKRU010000012.1,24178,25981,26175,31334,25982,26174,+,1510.0,GCA_022884055.1,192
JAGKRU010000012.1,33942,35745,35939,41096,35746,35938,+,1510.0,GCA_022884055.1,192
JAGKRU010000012.1,43704,45502,45696,49422,45503,45695,+,1500.7,GCA_022884055.1,192
JALCUT010000016.1,302056,304246,304494,309009,304247,304493,+,1245.5,GCA_022963115.1,246
JALCUT010000016.1,314842,317032,317280,321795,317033,317279,+,1245.5,GCA_022963115.1,246
JALCUT010000016.1,323142,325332,325580,330095,325333,325579,+,1245.5,GCA_022963115.1,246
JALCUT010000016.1,331442,333632,333880,338316,333633,333879,+,1245.5,GCA_022963115.1,246
JALCUS010000024.1,299864,301660,301907,306532,301661,301906,+,1457.1,GCA_022963125.1,245
JALCUS010000024.1,307926,309722,309969,314595,309723,309968,+,1457.1,GCA_022963125.1,245
JALCUS010000024.1,315989,317785,318032,322658,317786,318031,+,1457.1,GCA_022963125.1,245
JALCUS010000024.1,324052,325848,326095,330721,325849,326094,+,1457.1,GCA_022963125.1,245
JALCUS010000024.1,366468,368283,368533,373131,368284,368532,+,627.1,GCA_022963125.1,248
JALCUU010000034.1,13182,15723,15971,22329,15724,15970,+,1325.8,GCA_022963135.1,246
JALCUU010000035.1,325308,327848,328096,333514,327849,328095,+,1316.5,GCA_022963135.1,246
JALCUU010000035.1,335011,337550,337798,343202,337551,337797,+,1325.7,GCA_022963135.1,246
JALCUU010000035.1,344683,347219,347466,351626,347220,347465,+,1306.2,GCA_022963135.1,245
JAJKLF010000070.1,18616,20411,20587,24110,20412,20586,+,1470.4,GCA_022984865.1,174
JAJPEM010000006.1,2426897,2428692,2428878,2432840,2428693,2428877,+,1444.7,GCA_022985005.1,184
JAJPEM010000006.1,2434570,2436365,2436551,2440511,2436366,2436550,+,1444.7,GCA_022985005.1,184
JAJPEM010000006.1,2442242,2444037,2444223,2447765,2444038,2444222,+,1444.7,GCA_022985005.1,184
JAECYW010000033.1,510952,513149,513390,519312,513150,513389,+,1330.6,GCA_023014335.1,239
JAECYW010000033.1,521500,523697,523938,526957,523698,523937,+,1330.6,GCA_023014335.1,239
JAEBUQ010000030.1,20552,22356,22600,27213,22357,22599,+,1506.7,GCA_023014435.1,242
JAEBUQ010000030.1,42958,44762,45006,49619,44763,45005,+,1506.7,GCA_023014435.1,242
JAEBUQ010000030.1,64315,66119,66363,70976,66120,66362,+,1506.7,GCA_023014435.1,242
JAEBUQ010000012.1,75878,77680,77924,81600,77681,77923,+,1442.3,GCA_023014435.1,242
JAJTCY010000047.1,14316,16110,16260,19950,16111,16259,+,1453.4,GCA_023065405.1,148
JAJTCY010000047.1,22239,24033,24183,27873,24034,24182,+,1453.4,GCA_023065405.1,148
JAJREH010000098.1,11790,14801,15044,19510,14802,15043,+,972.0,GCA_023065455.1,241
JAJREH010000041.1,429812,432815,433056,440651,432816,433055,+,969.8,GCA_023065455.1,239
JAKZJT010000015.1,813395,815189,815366,820650,815190,815365,+,1446.5,GCA_023078575.1,175
JALDND010000055.1,7972,9766,9970,14748,9767,9969,+,1448.2,GCA_023079475.1,202
JALDND010000055.1,16999,18793,18997,23722,18794,18996,+,1448.2,GCA_023079475.1,202
JALDND010000006.1,3647795,3649589,3649793,3654570,3649590,3649792,+,1448.2,GCA_023079475.1,202
JALDND010000006.1,3656821,3658615,3658819,3663090,3658616,3658818,+,1448.2,GCA_023079475.1,202
JALIGY010000001.1,3514139,3515934,3516110,3521114,3515935,3516109,+,1490.6,GCA_023091675.1,174
JALIGY010000001.1,3521811,3523603,3523779,3528782,3523604,3523778,+,1521.4,GCA_023091675.1,174
JALIGY010000001.1,3529481,3531274,3531450,3536458,3531275,3531449,+,1521.4,GCA_023091675.1,174
JALIGY010000001.1,3537152,3538947,3539123,3544125,3538948,3539122,+,1520.9,GCA_023091675.1,174
JALIGY010000001.1,3544821,3546618,3546794,3551800,3546619,3546793,+,1521.2,GCA_023091675.1,174
JALIGY010000001.1,3552495,3554288,3554464,3559236,3554289,3554463,+,1521.4,GCA_023091675.1,174
CP090038.1,11873,13667,13819,17686,13668,13818,+,1453.1,GCA_023101225.1,150
CP090038.1,20014,21808,21960,25826,21809,21959,+,1447.9,GCA_023101225.1,150
CP090038.1,28157,29951,30103,33968,29952,30102,+,1453.2,GCA_023101225.1,150
CP090038.1,36300,38094,38246,42113,38095,38245,+,1453.2,GCA_023101225.1,150
CP090038.1,44445,46239,46391,50256,46240,46390,+,1453.2,GCA_023101225.1,150
CP090038.1,52589,54383,54535,60908,54384,54534,+,1453.2,GCA_023101225.1,150
JALGQZ010000026.1,42214,44014,44209,50608,44015,44208,+,1411.8,GCA_023105745.1,193
JALGQZ010000026.1,51548,53348,53543,59942,53349,53542,+,1411.8,GCA_023105745.1,193
JALGQZ010000026.1,60882,62682,62877,69281,62683,62876,+,1411.8,GCA_023105745.1,193
JALGQZ010000026.1,70221,72021,72215,78615,72022,72214,+,1411.8,GCA_023105745.1,192
JALGQZ010000026.1,79555,81355,81550,87514,81356,81549,+,1411.8,GCA_023105745.1,193
JALGQZ010000015.1,34759523,34761323,34761518,34767694,34761324,34761517,+,1412.8,GCA_023105745.1,193
JAJNNX010000113.1,1419,3213,3444,7257,3214,3443,+,1475.5,GCA_023159155.1,229
JAJNNX010000113.1,12412,14206,14437,18250,14207,14436,+,1475.5,GCA_023159155.1,229
JAJNNX010000100.1,19570,21364,21595,25408,21365,21594,+,1475.5,GCA_023159155.1,229
JAJNNX010000100.1,30563,32357,32588,36401,32358,32587,+,1475.5,GCA_023159155.1,229
JALILU010000019.1,8561,10360,10533,17620,10361,10532,+,1509.3,GCA_023184575.1,171
JALILU010000025.1,24131,25930,26103,29778,25931,26102,+,1509.3,GCA_023184575.1,171
JALILU010000023.1,554055,555854,556027,562771,555855,556026,+,1509.3,GCA_023184575.1,171
JALILU010000014.1,1961147,1962953,1963126,1969567,1962954,1963125,+,1259.9,GCA_023184575.1,171
JALILU010000005.1,2077946,2079745,2079918,2086662,2079746,2079917,+,1509.3,GCA_023184575.1,171
JALILX010000032.1,1517,3312,3503,8080,3313,3502,+,1491.5,GCA_023184595.1,189
JALILX010000032.1,10527,12322,12513,16902,12323,12512,+,1491.5,GCA_023184595.1,189
JALILX010000039.1,217652,219451,219624,223294,219452,219623,+,1513.3,GCA_023184595.1,171
JALILW010000027.1,195600,197399,197573,201557,197400,197572,+,1511.4,GCA_023184615.1,172
JALILW010000027.1,204821,206620,206794,210778,206621,206793,+,1511.4,GCA_023184615.1,172
JALILW010000027.1,213747,215546,215720,222834,215547,215719,+,1511.4,GCA_023184615.1,172
JALILQ010000097.1,3101973,3103772,3103946,3107537,3103773,3103945,+,1508.3,GCA_023184675.1,172
JALILS010000045.1,13061,14860,15032,22122,14861,15031,+,1507.6,GCA_023184715.1,170
JALILS010000036.1,128512,130311,130483,137113,130312,130482,+,1500.6,GCA_023184715.1,170
JALILS010000029.1,177426,180008,180180,186824,180009,180179,+,1416.2,GCA_023184715.1,170
JALILS010000029.1,198119,199918,200090,207207,199919,200089,+,1506.7,GCA_023184715.1,170
JALCCF010000108.1,989,2786,3025,6377,2787,3024,+,1460.0,GCA_023212605.1,237
JALBYC010000054.1,1700,3854,4057,7283,3855,4056,+,1257.6,GCA_023212645.1,201
JALBYD010000090.1,1367,3898,4134,8923,3899,4133,+,1255.5,GCA_023212685.1,234
CP096880.1,1780381,1783065,1783219,1788464,1783066,1783218,+,1279.6,GCA_023273805.1,152
CP019478.1,5441149,5442943,5443127,5446621,5442944,5443126,+,785.6,GCA_023278565.1,182
CP019478.1,5449562,5451355,5451539,5455058,5451356,5451538,+,1437.7,GCA_023278565.1,182
CP019478.1,5457966,5459759,5459943,5463468,5459760,5459942,+,1428.3,GCA_023278565.1,182
CP019478.1,5466369,5468160,5468344,5471868,5468161,5468343,+,1431.8,GCA_023278565.1,182
CP019478.1,5474781,5476575,5476759,5480283,5476576,5476758,+,1437.6,GCA_023278565.1,182
CP019478.1,5483196,5484990,5485174,5488698,5484991,5485173,+,1437.6,GCA_023278565.1,182
CP019478.1,5491611,5493405,5493589,5497113,5493406,5493588,+,1437.6,GCA_023278565.1,182
JALQBC010000107.1,1639,3433,3642,7686,3434,3641,+,1446.9,GCA_023375675.1,207
JALGWS010000691.1,48,1702,1888,4678,1703,1887,+,1212.8,GCA_023509845.1,184
JAMFTM010000362.1,12759,14553,14731,18479,14554,14730,+,1446.0,GCA_023522825.1,176
JALZWQ010000123.1,1402,3200,3359,7568,3201,3358,+,1508.8,GCA_023621355.1,157
JAMABK010000015.1,1117,2914,3072,6755,2915,3071,+,1507.0,GCA_023624915.1,156
JALAIB010000908.1,2590,4383,4526,8213,4384,4525,+,1450.0,GCA_023645945.1,141
JALAII010000552.1,2187,4116,4321,10623,4117,4320,+,621.4,GCA_023646375.1,203
JALAIS010000863.1,2993,4792,5004,8821,4793,5003,+,585.2,GCA_023646635.1,210
CP097907.1,2186375,2188521,2188695,2194825,2188522,2188694,+,1438.2,GCA_023650635.1,172
CP097907.1,2195764,2197914,2198088,2204216,2197915,2198087,+,1447.2,GCA_023650635.1,172
CP097907.1,2205155,2207306,2207478,2213614,2207307,2207477,+,1458.6,GCA_023650635.1,170
CP097907.1,2214554,2216701,2216873,2223003,2216702,2216872,+,1447.5,GCA_023650635.1,170
CP097907.1,2223941,2226087,2226261,2232407,2226088,2226260,+,1441.6,GCA_023650635.1,172
CP097977.1,4589861,4592011,4592183,4597390,4592012,4592182,+,1407.4,GCA_023650705.1,170
CP097977.1,4598248,4600396,4600570,4605777,4600397,4600569,+,1438.6,GCA_023650705.1,172
CP097977.1,4606635,4608788,4608963,4614493,4608789,4608962,+,1427.1,GCA_023650705.1,173
CP097977.1,4684438,4686593,4686768,4692136,4686594,4686767,+,517.9,GCA_023650705.1,173
CP097975.1,7025143,7027296,7027468,7034553,7027297,7027467,+,668.6,GCA_023650705.1,170
JALJEG010000101.1,1217,3017,3141,6640,3018,3140,+,1501.8,GCA_023653615.1,122
CP098270.1,2270241,2272030,2272203,2277328,2272031,2272202,+,1455.4,GCA_023658445.1,171
CP098270.1,2278034,2279821,2279994,2285124,2279822,2279993,+,1455.3,GCA_023658445.1,171
CP098270.1,2285831,2287619,2287792,2292920,2287620,2287791,+,1427.4,GCA_023658445.1,171
CP098279.1,123645,125841,126014,132481,125842,126013,+,1459.1,GCA_023658475.1,171
CP098275.1,1684193,1686402,1686575,1693646,1686403,1686574,+,1459.8,GCA_023658475.1,171
CP098275.1,1698520,1700721,1700891,1707963,1700722,1700890,+,1444.5,GCA_023658475.1,168
CP098284.1,1736441,1738226,1738399,1743635,1738227,1738398,+,1409.9,GCA_023658505.1,171
CP098284.1,1748081,1749869,1750041,1755275,1749870,1750040,+,1439.4,GCA_023658505.1,170
CP098284.1,1759711,1761496,1761668,1766912,1761497,1761667,+,1424.4,GCA_023658505.1,170
CP098284.1,1771368,1773158,1773330,1778570,1773159,1773329,+,1451.4,GCA_023658505.1,170
CP098284.1,3812850,3814637,3814809,3820387,3814638,3814808,+,1282.0,GCA_023658505.1,170
JAGXCV010000004.1,11049,12836,12986,17072,12837,12985,+,1388.3,GCA_023677585.1,148
JAGXCV010000004.1,18833,20622,20772,24863,20623,20771,+,1383.3,GCA_023677585.1,148
JAGXCV010000004.1,26615,28405,28555,32647,28406,28554,+,1404.7,GCA_023677585.1,148
JAGXCV010000004.1,34397,36188,36338,40429,36189,36337,+,1404.7,GCA_023677585.1,148
JAGXCV010000004.1,42190,43978,44129,48217,43979,44128,+,1395.4,GCA_023677585.1,149
JAGXCV010000004.1,49973,51760,51910,56579,51761,51909,+,1381.3,GCA_023677585.1,148
JAMBUR020000009.1,1340625,1342424,1342609,1349573,1342425,1342608,+,1499.4,GCA_023721895.2,183
JAMBUR020000009.1,1349500,1351296,1351481,1358453,1351297,1351480,+,1473.8,GCA_023721895.2,183
JAMBUR020000009.1,1358377,1360172,1360357,1367323,1360173,1360356,+,1483.4,GCA_023721895.2,183
JAMBUR020000009.1,1367247,1369046,1369231,1376199,1369047,1369230,+,1494.2,GCA_023721895.2,183
JAMBUR020000009.1,1376123,1377920,1378104,1385070,1377921,1378103,+,1482.6,GCA_023721895.2,182
JAMBUR020000009.1,1384994,1386790,1386975,1393942,1386791,1386974,+,1473.6,GCA_023721895.2,183
JAMBUR020000009.1,1393866,1395664,1395849,1402817,1395665,1395848,+,1489.8,GCA_023721895.2,183
JAMBUR020000009.1,1402741,1404540,1404725,1411655,1404541,1404724,+,1499.4,GCA_023721895.2,183
JAFVLR010000076.1,1579,3745,3941,11432,3746,3940,+,1453.5,GCA_023758085.1,194
JAFVLR010000076.1,11715,13881,14077,17964,13882,14076,+,632.0,GCA_023758085.1,194
JAJIRX010000195.1,250352,252149,252368,257352,252150,252367,+,1494.4,GCA_023853785.1,217
JAJIRX010000195.1,259186,260988,261206,266186,260989,261205,+,1506.7,GCA_023853785.1,216
JAJIRX010000195.1,268019,269818,270036,275022,269819,270035,+,1500.7,GCA_023853785.1,216
JAJIRX010000195.1,276856,278657,278876,283864,278658,278875,+,1500.6,GCA_023853785.1,217
JAJIRX010000195.1,285698,287499,287718,292704,287500,287717,+,1500.6,GCA_023853785.1,217
CP089277.1,4182895,4184692,4184872,4190531,4184693,4184871,+,1463.7,GCA_023920165.1,178
CP089277.1,4190498,4192295,4192475,4198347,4192296,4192474,+,1463.7,GCA_023920165.1,178
CP089277.1,4198314,4200111,4200291,4206163,4200112,4200290,+,1463.7,GCA_023920165.1,178
CP089277.1,4206130,4207927,4208107,4213979,4207928,4208106,+,1463.7,GCA_023920165.1,178
CP089277.1,4213946,4215743,4215923,4221795,4215744,4215922,+,1463.7,GCA_023920165.1,178
CP089277.1,4221762,4223559,4223739,4228662,4223560,4223738,+,1463.7,GCA_023920165.1,178
JAFVMA010000041.1,2103,3900,4096,7242,3901,4095,+,1450.4,GCA_024043165.1,194
CM043919.1,1281,3075,3225,6902,3076,3224,+,1453.4,GCA_024047395.1,148
CM043919.1,9191,10985,11135,14813,10986,11134,+,1453.4,GCA_024047395.1,148
CM043919.1,17102,18896,19046,22723,18897,19045,+,1453.4,GCA_024047395.1,148
CM043919.1,25012,26806,26956,30632,26807,26955,+,1453.4,GCA_024047395.1,148
CP099635.1,2766285,2768487,2768661,2774668,2768488,2768660,+,1461.2,GCA_024072835.1,172
CP099635.1,2775634,2777834,2778008,2783973,2777835,2778007,+,1461.0,GCA_024072835.1,172
CP099635.1,2784938,2787139,2787313,2794447,2787140,2787312,+,1461.1,GCA_024072835.1,172
CP099427.1,1882219,1884435,1884583,1891263,1884436,1884582,+,1309.2,GCA_024114885.1,146
CP099427.1,1892714,1894930,1895078,1901754,1894931,1895077,+,1309.2,GCA_024114885.1,146
CP099427.1,1903206,1905422,1905570,1912250,1905423,1905569,+,1309.0,GCA_024114885.1,146
JAKSGN010000035.1,3197094,3198883,3199067,3205310,3198884,3199066,+,1428.7,GCA_024180945.1,182
JAKSGN010000035.1,3205383,3207181,3207365,3212849,3207182,3207364,+,1473.1,GCA_024180945.1,182
JAKSGN010000035.1,3213672,3215446,3215630,3218708,3215447,3215629,+,1329.9,GCA_024180945.1,182
JAMKPW020000037.1,1198,2997,3179,7421,2998,3178,+,1506.6,GCA_024184665.2,180
JAKZZE010000009.1,3920,5742,5937,12009,5743,5936,+,1391.9,GCA_024220505.1,193
JANBXH010000027.1,23851,25643,25852,30519,25644,25851,+,1500.5,GCA_024271875.1,207
JAHRBS010000006.1,2452035,2453838,2454042,2457495,2453839,2454041,+,1519.3,GCA_024305745.1,202
JALHBW010000173.1,1280,3396,3559,7423,3397,3558,+,1322.9,GCA_024339985.1,161
JALHCB010000118.1,1319,3112,3272,6222,3113,3271,+,1455.1,GCA_024340515.1,158
BROO01000005.1,2733149,2734952,2735089,2738880,2734953,2735088,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2744572,2746375,2746512,2750303,2746376,2746511,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2755995,2757798,2757935,2761726,2757799,2757934,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2767418,2769206,2769337,2773112,2769207,2769336,+,1258.3,GCA_024345325.1,129
BROO01000005.1,2778803,2780606,2780743,2784534,2780607,2780742,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2790226,2792029,2792166,2795957,2792030,2792165,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2801649,2803452,2803589,2807380,2803453,2803588,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2813064,2814866,2815003,2818793,2814867,2815002,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2824479,2826282,2826418,2830207,2826283,2826417,+,1458.9,GCA_024345325.1,134
BROO01000005.1,2835900,2837703,2837840,2841631,2837704,2837839,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2847323,2849126,2849263,2853054,2849127,2849262,+,1458.9,GCA_024345325.1,135
BROO01000005.1,2858746,2860549,2860686,2864477,2860550,2860685,+,1458.9,GCA_024345325.1,135
JALBUQ010000185.1,2306,4106,4278,8026,4107,4277,+,1402.9,GCA_024364755.1,170
JALBUQ010000185.1,10250,12049,12220,15999,12050,12219,+,1394.4,GCA_024364755.1,169
JALBUQ010000185.1,18224,20024,20196,23944,20025,20195,+,1402.9,GCA_024364755.1,170
JALBUQ010000185.1,26169,27969,28141,31888,27970,28140,+,1402.9,GCA_024364755.1,170
JANCTG010000008.1,2691860,2693658,2693807,2698951,2693659,2693806,+,1498.6,GCA_024478385.1,147
JAJJXL010000066.1,7393,9190,9372,13137,9191,9371,+,1505.9,GCA_024516145.1,180
JAJJXL010000066.1,15326,17123,17305,21070,17124,17304,+,1505.9,GCA_024516145.1,180
JAJJXL010000066.1,23274,25071,25253,27891,25072,25252,+,1505.9,GCA_024516145.1,180
JAJJXM010000137.1,28337,30134,30317,34085,30135,30316,+,1506.4,GCA_024516155.1,181
JAJJXM010000137.1,36787,38584,38767,41845,38585,38766,+,1506.4,GCA_024516155.1,181
JAJJXG010000006.1,401811,405092,405287,409466,405093,405286,+,1135.2,GCA_024516215.1,193
JAJJXG010000006.1,410992,412790,412985,419921,412791,412984,+,1514.7,GCA_024516215.1,193
JAJLQT010000115.1,21820,23624,23843,27367,23625,23842,+,1507.8,GCA_024516245.1,217
JAJLQT010000086.1,39964,41768,42013,45537,41769,42012,+,1507.8,GCA_024516245.1,243
JAJLQT010000087.1,44104,45908,46153,49676,45909,46152,+,1507.8,GCA_024516245.1,243
JAJLQT010000086.1,51818,53622,53866,57390,53623,53865,+,1508.0,GCA_024516245.1,242
JAJLQT010000071.1,61354,63158,63403,66927,63159,63402,+,1507.6,GCA_024516245.1,243
JAJLQT010000054.1,307724,309528,309774,313299,309529,309773,+,1508.1,GCA_024516245.1,244
JAJLQT010000047.1,389637,391441,391686,395210,391442,391685,+,1507.9,GCA_024516245.1,243
JAJLQT010000043.1,392837,394642,394889,398410,394643,394888,+,1462.5,GCA_024516245.1,245
JAJLQT010000043.1,403119,404923,405168,408691,404924,405167,+,1503.8,GCA_024516245.1,243
JAJLQT010000043.1,432461,434265,434509,438033,434266,434508,+,1507.8,GCA_024516245.1,242
JAJLQT010000043.1,446183,447987,448231,451755,447988,448230,+,1507.8,GCA_024516245.1,242
JAJJXB010000006.1,140,1938,2157,8052,1939,2156,+,1515.1,GCA_024521645.1,217
JAIHNF010000004.1,333551,335334,335486,339734,335335,335485,+,1523.2,GCA_024610255.1,150
JANFAG010000291.1,18969,20774,20966,24121,20775,20965,+,1498.3,GCA_024613125.1,190
JANFAE010001024.1,7371,9177,9329,12912,9178,9328,+,1505.7,GCA_024613145.1,150
JANFAI010000099.1,25138,26945,27122,34359,26946,27121,+,1502.2,GCA_024613185.1,175
JANFAI010000099.1,35831,37637,37814,44826,37638,37813,+,1507.2,GCA_024613185.1,175
JANFAI010000099.1,46066,47872,48049,55061,47873,48048,+,1507.2,GCA_024613185.1,175
JANFAI010000092.1,48084,49890,50067,57079,49891,50066,+,1507.2,GCA_024613185.1,175
JANFAI010000099.1,56301,58107,58284,65296,58108,58283,+,1507.2,GCA_024613185.1,175
JANFAI010000092.1,58319,60125,60302,67314,60126,60301,+,1507.2,GCA_024613185.1,175
JANFAI010000099.1,66536,68342,68519,75531,68343,68518,+,1507.2,GCA_024613185.1,175
JANFAI010000092.1,68554,70360,70537,77549,70361,70536,+,1507.2,GCA_024613185.1,175
JANFAI010000099.1,76771,78577,78754,85766,78578,78753,+,1507.2,GCA_024613185.1,175
JANFAI010000092.1,78789,80595,80772,87784,80596,80771,+,1507.2,GCA_024613185.1,175
JANFAI010000099.1,87006,88812,88989,96002,88813,88988,+,1507.2,GCA_024613185.1,175
JANFAI010000092.1,89024,90831,91007,95985,90832,91006,+,1507.3,GCA_024613185.1,174
JANFAI010000099.1,97235,99039,99212,106242,99040,99211,+,1497.0,GCA_024613185.1,171
JANFAH010000128.1,15795,17601,17781,21376,17602,17780,+,1506.8,GCA_024663395.1,178
JANFAH010000128.1,36730,38535,38715,42307,38536,38714,+,1506.7,GCA_024663395.1,178
JANFAH010000128.1,47194,49000,49178,52773,49001,49177,+,1506.8,GCA_024663395.1,176
JANFAH010000087.1,55280,57086,57266,60861,57087,57265,+,1506.8,GCA_024663395.1,178
JANFAH010000128.1,57663,59472,59652,65532,59473,59651,+,1491.2,GCA_024663395.1,178
JANFAH010000087.1,65749,67555,67735,71330,67556,67734,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,76218,78024,78204,81800,78025,78203,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,86688,88494,88674,92269,88495,88673,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,97157,98963,99143,102738,98964,99142,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,107626,109432,109612,113207,109433,109611,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,118095,119901,120081,123676,119902,120080,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,146431,148237,148417,152012,148238,148416,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,156900,158706,158886,162481,158707,158885,+,1506.8,GCA_024663395.1,178
JANFAH010000087.1,167369,169175,169355,172950,169176,169354,+,1506.8,GCA_024663395.1,178
JANFAD010000527.1,1519,3325,3501,6587,3326,3500,+,1505.4,GCA_024663515.1,174
JANAXO010000200.1,20839,22636,22820,26294,22637,22819,+,1505.7,GCA_024668715.1,182
JABETL010000015.1,6765,8577,8803,12309,8578,8802,+,1393.0,GCA_024703715.1,224
JABETL010000015.1,14647,16449,16675,20161,16450,16674,+,1510.7,GCA_024703715.1,224
JABETL010000015.1,22492,24294,24519,28006,24295,24518,+,1510.7,GCA_024703715.1,223
JABETL010000015.1,30350,32152,32377,35864,32153,32376,+,1510.7,GCA_024703715.1,223
JABETL010000015.1,38201,40004,40229,43717,40005,40228,+,1505.6,GCA_024703715.1,223
JABETL010000015.1,46033,47835,48061,51549,47836,48060,+,1510.7,GCA_024703715.1,224
JABETL010000015.1,53848,55648,55873,59361,55649,55872,+,1501.6,GCA_024703715.1,223
JABETL010000015.1,61658,63459,63684,67171,63460,63683,+,1510.7,GCA_024703715.1,223
JABETL010000015.1,69504,71305,71530,75019,71306,71529,+,1510.8,GCA_024703715.1,223
JABETL010000015.1,77368,79170,79395,82890,79171,79394,+,1510.7,GCA_024703715.1,223
JANIBP010000022.1,9,1811,1961,7966,1812,1960,+,1383.9,GCA_024713535.1,148
JANIBP010000029.1,2285,4088,4238,10414,4089,4237,+,1389.3,GCA_024713535.1,148
JANIBP010000022.1,8452,10255,10405,16382,10256,10404,+,1407.3,GCA_024713535.1,148
JANIBP010000029.1,10806,12608,12758,18738,12609,12757,+,1386.5,GCA_024713535.1,148
JANIBP010000022.1,16868,18671,18821,24798,18672,18820,+,1407.3,GCA_024713535.1,148
JANIBP010000029.1,19253,21054,21204,27274,21055,21203,+,1376.0,GCA_024713535.1,148
JANIBP010000022.1,25284,27087,27317,33291,27088,27316,+,1404.8,GCA_024713535.1,228
JANIBP010000022.1,33777,35580,35730,41707,35581,35729,+,1407.3,GCA_024713535.1,148
JANIBP010000022.1,42193,43996,44146,50123,43997,44145,+,1407.3,GCA_024713535.1,148
JANIBP010000022.1,50609,52412,52562,58539,52413,52561,+,1407.3,GCA_024713535.1,148
JANIBP010000022.1,59025,60828,60978,66955,60829,60977,+,1407.3,GCA_024713535.1,148
JANIBP010000022.1,67441,69244,69394,74717,69245,69393,+,1407.3,GCA_024713535.1,148
JANIBP010000022.1,75917,77720,77870,83847,77721,77869,+,1407.3,GCA_024713535.1,148
JANIBP010000022.1,84333,86136,86286,90570,86137,86285,+,1407.3,GCA_024713535.1,148
JAMGZG010000007.1,67583,69302,69518,73173,69303,69517,+,1090.3,GCA_024713935.1,214
JAMGZG010000007.1,75301,77051,77269,80990,77052,77268,+,1057.3,GCA_024713935.1,216
JAMGZG010000007.1,83210,84996,85214,88972,84997,85213,+,1422.1,GCA_024713935.1,216
JAMGZG010000007.1,91214,92998,93213,96949,92999,93212,+,1366.1,GCA_024713935.1,213
JAMGZG010000007.1,99225,100999,101218,104940,101000,101217,+,1372.3,GCA_024713935.1,217
JAMGZG010000007.1,107164,108949,109167,112906,108950,109166,+,1409.9,GCA_024713935.1,216
