contig_name,start_18S,end_18S,start_28S,end_28S,ITS_start,ITS_end,strand,score,genome_name,ITS_length
NW_023336571.1,24257,26056,26195,31443,26057,26194,+,1500.3,GCF_012971845.1,137
NC_072843.1,5490,7284,7434,11110,7285,7433,+,1453.4,GCF_013085055.1,148
NC_072843.1,13360,15154,15304,18980,15155,15303,+,1453.4,GCF_013085055.1,148
NC_072843.1,21230,23024,23174,26850,23025,23173,+,1453.4,GCF_013085055.1,148
NW_023336289.1,1237086,1238882,1239070,1242883,1238883,1239069,+,1497.3,GCF_013340325.1,186
NW_023336289.1,1245141,1246937,1247125,1250935,1246938,1247124,+,1496.9,GCF_013340325.1,186
NW_023336289.1,1253193,1254988,1255176,1258992,1254989,1255175,+,1496.8,GCF_013340325.1,186
NC_049564.1,1972,3769,3953,7517,3770,3952,+,1486.2,GCF_013368755.1,182
NC_049564.1,10609,12406,12590,16155,12407,12589,+,1486.2,GCF_013368755.1,182
NC_049564.1,19246,21044,21228,24791,21045,21227,+,1495.5,GCF_013368755.1,182
NC_049564.1,27882,29680,29864,33421,29681,29863,+,1495.5,GCF_013368755.1,182
NC_049564.1,36514,38312,38496,42060,38313,38495,+,1495.5,GCF_013368755.1,182
NC_049564.1,45153,46951,47135,50699,46952,47134,+,1495.5,GCF_013368755.1,182
NC_049564.1,53789,55587,55771,59334,55588,55770,+,1495.5,GCF_013368755.1,182
NC_049564.1,62429,64231,64415,67979,64232,64414,+,1495.6,GCF_013368755.1,182
NW_023500921.1,27670,29463,29637,33160,29464,29636,+,1433.4,GCF_013390185.1,172
NW_023500921.1,36514,38307,38481,42004,38308,38480,+,1433.4,GCF_013390185.1,172
NW_023500921.1,45358,47151,47325,50848,47152,47324,+,1433.4,GCF_013390185.1,172
NW_023501017.1,6492560,6494732,6494906,6498803,6494733,6494905,+,457.7,GCF_013390195.1,172
NW_023501017.1,6502280,6504452,6504626,6508500,6504453,6504625,+,510.7,GCF_013390195.1,172
NW_023501017.1,6511982,6514154,6514328,6518220,6514155,6514327,+,1240.8,GCF_013390195.1,172
NC_050722.1,1243576,1245374,1245568,1249142,1245375,1245567,+,1506.7,GCF_013402915.1,192
NC_050722.1,1251497,1253295,1253489,1257062,1253296,1253488,+,1506.7,GCF_013402915.1,192
NC_050722.1,1259423,1261221,1261415,1264988,1261222,1261414,+,1506.7,GCF_013402915.1,192
NC_050722.1,1267348,1269146,1269340,1272913,1269147,1269339,+,1506.7,GCF_013402915.1,192
NC_050722.1,1275275,1277071,1277265,1280837,1277072,1277264,+,1487.5,GCF_013402915.1,192
NW_023501002.1,885411,887209,887358,890936,887210,887357,+,1498.6,GCF_013461495.1,147
NW_023501164.1,3242,5250,5438,9696,5251,5437,+,1377.2,GCF_014066305.1,186
NW_023501100.1,298440,300454,300642,306692,300455,300641,+,1386.0,GCF_014066305.1,186
NW_023501084.1,348130,350117,350305,357670,350118,350304,+,1164.0,GCF_014066305.1,186
NC_054697.1,2967756,2969553,2969737,2973212,2969554,2969736,+,1505.7,GCF_014117465.1,182
NC_054697.1,2975552,2977349,2977533,2981008,2977350,2977532,+,1505.7,GCF_014117465.1,182
NC_054697.1,2983348,2985145,2985329,2988804,2985146,2985328,+,1505.7,GCF_014117465.1,182
NC_054697.1,2991144,2992941,2993125,2996600,2992942,2993124,+,1505.7,GCF_014117465.1,182
NC_054697.1,2998940,3000737,3000921,3004396,3000738,3000920,+,1505.7,GCF_014117465.1,182
NC_054697.1,3006736,3008533,3008717,3012192,3008534,3008716,+,1505.7,GCF_014117465.1,182
NC_054697.1,3014532,3016329,3016513,3019988,3016330,3016512,+,1505.7,GCF_014117465.1,182
NC_054697.1,3022328,3024125,3024309,3027784,3024126,3024308,+,1505.7,GCF_014117465.1,182
NW_023503161.1,2134275,2136080,2136313,2140508,2136081,2136312,+,1522.9,GCF_014466165.1,231
NW_023503161.1,2143976,2145781,2146014,2150209,2145782,2146013,+,1522.9,GCF_014466165.1,231
NW_023503161.1,2153677,2155482,2155715,2159910,2155483,2155714,+,1522.9,GCF_014466165.1,231
NW_023503161.1,2163378,2165183,2165416,2172054,2165184,2165415,+,1522.9,GCF_014466165.1,231
NW_023503161.1,2201680,2203485,2203718,2208706,2203486,2203717,+,1522.8,GCF_014466165.1,231
NW_024065882.1,191788,193586,193735,197418,193587,193734,+,1498.6,GCF_014898295.1,147
NW_024065882.1,200687,202485,202634,206317,202486,202633,+,1498.6,GCF_014898295.1,147
NW_024065882.1,209586,211384,211533,215216,211385,211532,+,1498.6,GCF_014898295.1,147
NW_024065882.1,218485,220283,220432,224117,220284,220431,+,1498.6,GCF_014898295.1,147
NW_024065882.1,227425,229241,229395,233085,229242,229394,+,1203.5,GCF_014898295.1,152
NW_024065882.1,236354,238152,238301,241984,238153,238300,+,1498.6,GCF_014898295.1,147
NW_024065882.1,245253,247051,247200,250883,247052,247199,+,1498.6,GCF_014898295.1,147
NW_024066056.1,640343,642141,642290,645973,642142,642289,+,1498.6,GCF_014898435.1,147
NW_024066056.1,649494,651297,651446,655134,651298,651445,+,1439.8,GCF_014898435.1,147
NW_024066056.1,658665,660462,660611,664294,660463,660610,+,1480.6,GCF_014898435.1,147
NW_024066056.1,667822,669620,669769,673452,669621,669768,+,1498.6,GCF_014898435.1,147
NW_024066056.1,676980,678778,678927,682610,678779,678926,+,1498.6,GCF_014898435.1,147
NW_024066056.1,686148,687966,688115,692639,687967,688114,+,1359.6,GCF_014898435.1,147
NW_024066056.1,695332,697130,697279,701817,697131,697278,+,1498.6,GCF_014898435.1,147
NW_024538156.1,6040,7846,8058,11676,7847,8057,+,1505.8,GCF_016628075.1,210
NW_024540621.1,4229,6034,6250,9851,6035,6249,+,1508.6,GCF_016647625.1,214
NW_024540621.1,16965,18770,18986,22587,18771,18985,+,1508.6,GCF_016647625.1,214
NW_024539532.1,724518,726324,726535,730444,726325,726534,+,1507.3,GCF_016647785.1,209
NW_024542434.1,5919,7725,7943,11549,7726,7942,+,1501.6,GCF_016758785.1,216
NW_024542305.1,13942,15748,15966,19572,15749,15965,+,1502.0,GCF_016758785.1,216
NC_057368.1,2718341,2720138,2720283,2723760,2720139,2720282,+,1505.6,GCF_016861735.1,143
NC_057368.1,2726246,2728043,2728188,2731665,2728044,2728187,+,1505.6,GCF_016861735.1,143
NC_057368.1,2734151,2735948,2736093,2739570,2735949,2736092,+,1505.6,GCF_016861735.1,143
NC_057368.1,2742056,2743853,2743998,2747475,2743854,2743997,+,1505.6,GCF_016861735.1,143
NC_057368.1,2749961,2751758,2751903,2755380,2751759,2751902,+,1505.6,GCF_016861735.1,143
NC_057368.1,2757866,2759663,2759808,2763285,2759664,2759807,+,1505.6,GCF_016861735.1,143
NC_057368.1,2765771,2767568,2767713,2771190,2767569,2767712,+,1505.6,GCF_016861735.1,143
NC_057368.1,2773676,2775473,2775618,2779095,2775474,2775617,+,1505.6,GCF_016861735.1,143
NC_057368.1,2781581,2783378,2783523,2787000,2783379,2783522,+,1505.6,GCF_016861735.1,143
NC_054862.1,2391933,2393730,2393888,2397571,2393731,2393887,+,1507.0,GCF_016861865.1,156
NC_054862.1,2399793,2401590,2401748,2405431,2401591,2401747,+,1507.0,GCF_016861865.1,156
NC_054862.1,2407653,2409450,2409608,2413291,2409451,2409607,+,1507.0,GCF_016861865.1,156
NC_054862.1,2415513,2417310,2417468,2421151,2417311,2417467,+,1507.0,GCF_016861865.1,156
NC_057372.1,148860,150662,150888,157741,150663,150887,+,1529.0,GCF_016906535.1,224
NC_057372.1,158664,160466,160692,167551,160467,160691,+,1529.0,GCF_016906535.1,224
NC_063011.1,2238271,2242142,2242379,2247307,2242143,2242378,+,1301.9,GCF_017499595.1,235
NC_063011.1,2249312,2251117,2251354,2256282,2251118,2251353,+,1520.7,GCF_017499595.1,235
NC_063011.1,2258287,2260092,2260329,2267531,2260093,2260328,+,1520.7,GCF_017499595.1,235
NW_025065079.1,771,2566,2741,9804,2567,2740,+,1521.7,GCF_019049425.1,173
NW_025408566.1,768037,769831,770007,773743,769832,770006,+,1446.4,GCF_019321695.1,174
NW_025408614.1,378948,381606,381777,387363,381607,381776,+,1201.7,GCF_019456465.1,169
NW_025408590.1,1832019,1833817,1833965,1837597,1833818,1833964,+,1510.6,GCF_019650295.1,146
NW_025408590.1,1840810,1842608,1842756,1846388,1842609,1842755,+,1510.6,GCF_019650295.1,146
NW_025408590.1,1849601,1851399,1851547,1855179,1851400,1851546,+,1510.6,GCF_019650295.1,146
NW_025408615.1,10970,12763,12913,16589,12764,12912,+,1437.4,GCF_019915245.1,148
NW_025408615.1,18855,20649,20799,24475,20650,20798,+,1453.4,GCF_019915245.1,148
NW_025408615.1,26660,28453,28603,32280,28454,28602,+,1453.3,GCF_019915245.1,148
NW_025408615.1,34561,36355,36505,40183,36356,36504,+,1453.4,GCF_019915245.1,148
NW_025408615.1,42465,44259,44409,48087,44260,44408,+,1453.4,GCF_019915245.1,148
NW_025408615.1,50366,52160,52310,55988,52161,52309,+,1453.4,GCF_019915245.1,148
NW_025408615.1,58269,60063,60213,63890,60064,60212,+,1453.4,GCF_019915245.1,148
NC_063015.1,5086050,5087848,5087996,5092545,5087849,5087995,+,1509.3,GCF_020509005.1,146
NC_063015.1,5095788,5097586,5097734,5102295,5097587,5097733,+,1509.3,GCF_020509005.1,146
NC_063015.1,5105538,5107336,5107484,5112039,5107337,5107483,+,1509.3,GCF_020509005.1,146
NC_063015.1,5115282,5117080,5117228,5121789,5117081,5117227,+,1509.3,GCF_020509005.1,146
NC_063015.1,5125032,5126830,5126978,5131563,5126831,5126977,+,1509.3,GCF_020509005.1,146
NW_025763537.1,3733,5531,5673,9212,5532,5672,+,1488.7,GCF_020726555.1,140
NW_025763537.1,11854,13652,13794,17333,13653,13793,+,1488.7,GCF_020726555.1,140
NW_025763585.1,31262,33059,33258,39302,33060,33257,+,1450.4,GCF_020736505.1,197
NW_025763585.1,39269,41066,41265,47309,41067,41264,+,1450.4,GCF_020736505.1,197
NW_025763585.1,47276,49073,49272,55316,49074,49271,+,1450.4,GCF_020736505.1,197
NW_025763585.1,55283,57080,57279,63323,57081,57278,+,1450.4,GCF_020736505.1,197
NW_025763567.1,704,2497,2644,6092,2498,2643,+,1470.8,GCF_020744255.1,145
NW_025763567.1,10379,12171,12318,15767,12172,12317,+,1470.7,GCF_020744255.1,145
NW_025763567.1,20071,21865,22013,25467,21866,22012,+,1480.1,GCF_020744255.1,146
NW_025763567.1,29774,31568,31716,35170,31569,31715,+,1480.1,GCF_020744255.1,146
NW_025763567.1,39478,41272,41420,44847,41273,41419,+,1480.1,GCF_020744255.1,146
NW_025763545.1,4647427,4649221,4649369,4652823,4649222,4649368,+,1480.1,GCF_020744255.1,146
NW_025763719.1,498,2292,2443,6133,2293,2442,+,1453.4,GCF_020744475.1,149
NW_025763719.1,8404,10198,10349,14039,10199,10348,+,1453.4,GCF_020744475.1,149
NW_025763719.1,16310,18104,18255,20931,18105,18254,+,1453.4,GCF_020744475.1,149
NW_025764822.1,908,2702,2854,6392,2703,2853,+,1453.1,GCF_020744495.1,150
NW_025764418.1,8204,10009,10249,14797,10010,10248,+,1523.5,GCF_021015755.1,238
NW_025764283.1,1333904,1335702,1335888,1339455,1335703,1335887,+,1491.1,GCF_021365285.1,184
NW_025764609.1,841,2635,2773,6302,2636,2772,+,1456.5,GCF_021365365.1,136
NW_025764609.1,8730,10524,10662,13537,10525,10661,+,1456.5,GCF_021365365.1,136
NW_025953104.1,2877,4676,4895,10189,4677,4894,+,1395.0,GCF_021901695.1,217
NW_025953102.1,4936,6734,6953,12025,6735,6952,+,1385.2,GCF_021901695.1,217
NW_025953127.1,9078,10875,11093,16386,10876,11092,+,1387.5,GCF_021901695.1,216
NW_025953104.1,12426,14225,14444,19734,14226,14443,+,1395.0,GCF_021901695.1,217
NW_025953102.1,14488,16287,16508,21577,16288,16507,+,1395.0,GCF_021901695.1,219
NW_025953127.1,18623,20423,20642,25927,20424,20641,+,1368.0,GCF_021901695.1,217
NW_025953104.1,21972,23771,23991,29285,23772,23990,+,1395.0,GCF_021901695.1,218
NW_025953102.1,24040,25841,26062,31138,25842,26061,+,1384.8,GCF_021901695.1,219
NW_025953127.1,28165,29963,30182,35471,29964,30181,+,1388.1,GCF_021901695.1,217
NW_025953104.1,31523,33322,33540,38832,33323,33539,+,1395.0,GCF_021901695.1,216
NW_025953102.1,33602,35401,35621,40700,35402,35620,+,1395.0,GCF_021901695.1,218
NW_025953127.1,37709,39508,39726,45023,39509,39725,+,1387.3,GCF_021901695.1,216
NW_025953102.1,43163,44962,45183,50263,44963,45182,+,1395.0,GCF_021901695.1,219
NW_025953127.1,47261,49059,49277,54569,49060,49276,+,1385.0,GCF_021901695.1,216
NW_025953102.1,52727,54526,54746,59824,54527,54745,+,1395.0,GCF_021901695.1,218
NW_025953127.1,56807,58607,58825,64124,58608,58824,+,1395.1,GCF_021901695.1,216
NW_025953104.1,59218,61017,61236,66528,61018,61235,+,1395.0,GCF_021901695.1,217
NW_025953102.1,62288,64087,64309,69385,64088,64308,+,1395.0,GCF_021901695.1,220
NW_025953104.1,68767,70566,70786,76080,70567,70785,+,1395.0,GCF_021901695.1,218
NW_025953102.1,71848,73647,73867,78941,73648,73866,+,1395.0,GCF_021901695.1,218
NW_025953104.1,78318,80117,80337,85630,80118,80336,+,1395.0,GCF_021901695.1,218
NW_025953102.1,81404,83203,83424,88498,83204,83423,+,1395.0,GCF_021901695.1,219
NW_025953104.1,87868,89667,89886,95180,89668,89885,+,1395.0,GCF_021901695.1,217
NW_025953102.1,90962,92761,92981,98057,92762,92980,+,1395.0,GCF_021901695.1,218
NW_025953104.1,97419,99218,99439,104735,99219,99438,+,1395.0,GCF_021901695.1,219
NW_025953102.1,100520,102320,102540,107615,102321,102539,+,1395.0,GCF_021901695.1,218
NW_025953104.1,106974,108772,108993,114290,108773,108992,+,1388.1,GCF_021901695.1,219
NW_025953104.1,116527,118325,118549,123879,118326,118548,+,1305.8,GCF_021901695.1,222
NC_063042.1,1699883,1701683,1701901,1707195,1701684,1701900,+,1395.0,GCF_021901695.1,216
NC_063042.1,1709433,1711232,1711450,1716746,1711233,1711449,+,1390.3,GCF_021901695.1,216
NC_063042.1,1718983,1720783,1721002,1726298,1720784,1721001,+,1387.2,GCF_021901695.1,217
NC_063042.1,1728535,1730334,1730553,1735849,1730335,1730552,+,1395.0,GCF_021901695.1,217
NC_063042.1,1738088,1739889,1740109,1745403,1739890,1740108,+,1373.5,GCF_021901695.1,218
NC_063042.1,1747642,1749440,1749658,1754953,1749441,1749657,+,1388.1,GCF_021901695.1,216
NC_063042.1,1757191,1758993,1759217,1764512,1758994,1759216,+,1373.6,GCF_021901695.1,222
NC_063042.1,1766752,1768551,1768771,1774065,1768552,1768770,+,1395.0,GCF_021901695.1,218
NC_063042.1,1776304,1778103,1778321,1783617,1778104,1778320,+,1395.0,GCF_021901695.1,216
NC_063042.1,1785854,1787651,1787870,1793164,1787652,1787869,+,1394.9,GCF_021901695.1,217
NC_063042.1,1795402,1797201,1797419,1802716,1797202,1797418,+,1395.0,GCF_021901695.1,216
NC_063042.1,1804955,1806754,1806974,1812267,1806755,1806973,+,1395.0,GCF_021901695.1,218
NC_063042.1,1814506,1816305,1816524,1821818,1816306,1816523,+,1395.0,GCF_021901695.1,217
NC_063042.1,1824056,1825855,1826074,1831367,1825856,1826073,+,1395.0,GCF_021901695.1,217
NC_063042.1,1833605,1835404,1835623,1840915,1835405,1835622,+,1395.0,GCF_021901695.1,217
NC_063042.1,1843153,1844952,1845172,1850466,1844953,1845171,+,1395.0,GCF_021901695.1,218
NC_063042.1,1852705,1854503,1854721,1860029,1854504,1854720,+,1387.9,GCF_021901695.1,216
NW_025954781.1,6402,8205,8402,12908,8206,8401,+,1509.2,GCF_022376455.1,195
NW_026054629.1,3732,5527,5706,9983,5528,5705,+,1471.9,GCF_022478715.1,177
NW_025953075.1,3021,5496,5652,9734,5497,5651,+,1132.4,GCF_022478825.1,154
NW_026054852.1,1,1469,1646,5170,1470,1645,+,962.3,GCF_022836535.1,175
NC_064679.1,5441149,5442943,5443127,5446621,5442944,5443126,+,785.6,GCF_023278565.1,182
NC_064679.1,5449562,5451355,5451539,5455058,5451356,5451538,+,1437.7,GCF_023278565.1,182
NC_064679.1,5457966,5459759,5459943,5463468,5459760,5459942,+,1428.3,GCF_023278565.1,182
NC_064679.1,5466369,5468160,5468344,5471868,5468161,5468343,+,1431.8,GCF_023278565.1,182
NC_064679.1,5474781,5476575,5476759,5480283,5476576,5476758,+,1437.6,GCF_023278565.1,182
NC_064679.1,5483196,5484990,5485174,5488698,5484991,5485173,+,1437.6,GCF_023278565.1,182
NC_064679.1,5491611,5493405,5493589,5497113,5493406,5493588,+,1437.6,GCF_023278565.1,182
NW_026056848.1,1579,3745,3941,11432,3746,3940,+,1453.5,GCF_023758085.1,194
NW_026056848.1,11715,13881,14077,17964,13882,14076,+,632.0,GCF_023758085.1,194
NW_026249890.1,2103,3900,4096,7242,3901,4095,+,1450.4,GCF_024043165.1,194
NW_026261554.1,333551,335334,335486,339734,335335,335485,+,1523.2,GCF_024610255.1,150
NW_026261072.1,18969,20774,20966,24121,20775,20965,+,1498.3,GCF_024613125.1,190
NW_026251609.1,4784,6613,6837,10777,6614,6836,+,1417.6,GCF_025024165.1,222
NW_026251543.1,18897,20726,20951,24869,20727,20950,+,1417.8,GCF_025024165.1,223
NW_026252576.1,5982,7815,8040,14868,7816,8039,+,1405.5,GCF_025094135.1,223
NW_026252575.1,12931,14764,14989,21840,14765,14988,+,1405.5,GCF_025094135.1,223
NW_026252576.1,15727,17559,17784,24611,17560,17783,+,1405.3,GCF_025094135.1,223
NW_026252575.1,22699,24532,24757,29090,24533,24756,+,1405.5,GCF_025094135.1,223
NW_026515771.1,1525,3325,3441,6908,3326,3440,+,1519.8,GCF_025882075.1,114
NW_026517114.1,3135,4929,5110,8644,4930,5109,+,1446.5,GCF_026229845.1,179
NW_026611617.1,1728,3521,3704,7232,3522,3703,+,1449.0,GCF_028009165.1,181
NW_026611618.1,2325316,2327109,2327292,2330820,2327110,2327291,+,1449.0,GCF_028009165.1,181
NW_026611618.1,2332977,2334770,2334953,2338481,2334771,2334952,+,1449.0,GCF_028009165.1,181
NW_026611595.1,18142,19937,20139,24026,19938,20138,+,1450.9,GCF_028502605.1,200
NW_026611595.1,25955,27750,27952,31839,27751,27951,+,1450.9,GCF_028502605.1,200
NW_026611595.1,33768,35563,35765,39652,35564,35764,+,1450.9,GCF_028502605.1,200
NW_026611593.1,3035273,3037068,3037270,3041157,3037069,3037269,+,1450.9,GCF_028502605.1,200
NW_026611593.1,3043086,3044881,3045083,3048970,3044882,3045082,+,1450.9,GCF_028502605.1,200
NW_026623171.1,10005,11802,11977,15427,11803,11976,+,1501.0,GCF_028827245.1,173
NW_026623171.1,18143,19940,20115,23565,19941,20114,+,1501.0,GCF_028827245.1,173
NW_026623171.1,26281,28078,28253,32900,28079,28252,+,1501.0,GCF_028827245.1,173
NW_026623133.1,7177,8974,9150,12705,8975,9149,+,1496.3,GCF_028827265.1,174
NW_026623124.1,2440,4238,4416,8124,4239,4415,+,1493.7,GCF_028827405.1,176
NW_026623127.1,5294,7091,7268,10975,7092,7267,+,1473.3,GCF_028827405.1,175
NW_026623124.1,10595,12393,12572,16279,12394,12571,+,1483.8,GCF_028827405.1,177
NW_026623127.1,13441,15239,15416,19123,15240,15415,+,1482.8,GCF_028827405.1,175
NW_026623124.1,18749,20546,20723,24431,20547,20722,+,1495.1,GCF_028827405.1,175
NW_026623124.1,26898,28696,28874,32582,28697,28873,+,1483.8,GCF_028827405.1,176
NW_026623124.1,35050,36847,37024,40731,36848,37023,+,1495.1,GCF_028827405.1,175
NW_026623124.1,43193,44991,45169,48876,44992,45168,+,1495.1,GCF_028827405.1,176
NW_026623159.1,6314,8110,8287,11844,8111,8286,+,1500.9,GCF_028827525.1,175
NW_026623159.1,14455,16251,16428,19985,16252,16427,+,1500.9,GCF_028827525.1,175
NW_026623159.1,22597,24394,24571,28129,24395,24570,+,1501.9,GCF_028827525.1,175
NW_026623159.1,30742,32538,32715,36273,32539,32714,+,1500.9,GCF_028827525.1,175
NW_026623149.1,3323690,3325487,3325664,3329220,3325488,3325663,+,1501.9,GCF_028827525.1,175
NW_026623149.1,3331832,3333629,3333806,3337362,3333630,3333805,+,1501.9,GCF_028827525.1,175
NW_026623149.1,3339974,3341770,3341947,3345504,3341771,3341946,+,1500.9,GCF_028827525.1,175
NW_026623184.1,1635141,1636939,1637118,1641637,1636940,1637117,+,1502.2,GCF_028827545.1,177
NW_026623184.1,1643670,1645467,1645646,1648594,1645468,1645645,+,1502.2,GCF_028827545.1,177
NW_026623231.1,7511,9307,9486,13042,9308,9485,+,1499.9,GCF_028827675.1,177
NW_026623231.1,16004,17800,17979,21536,17801,17978,+,1499.9,GCF_028827675.1,177
NW_026623231.1,24498,26294,26473,30029,26295,26472,+,1499.9,GCF_028827675.1,177
NW_026643087.1,1292,3090,3269,6736,3091,3268,+,1501.1,GCF_028827735.1,177
NW_026643097.1,4460,6259,6437,9888,6260,6436,+,1490.1,GCF_028827825.1,176
NW_026643097.1,12575,14375,14553,18003,14376,14552,+,1489.9,GCF_028827825.1,176
NW_026643097.1,20669,22468,22644,26096,22469,22643,+,1487.8,GCF_028827825.1,174
NW_026643117.1,335,2134,2309,5984,2135,2308,+,1496.1,GCF_028827895.1,173
NW_026643117.1,8214,10012,10187,13863,10013,10186,+,1496.1,GCF_028827895.1,173
NW_026643117.1,16096,17893,18069,21513,17894,18068,+,1496.1,GCF_028827895.1,174
NW_026643117.1,23952,25749,25924,29599,25750,25923,+,1496.1,GCF_028827895.1,173
NW_026643117.1,31811,33608,33783,37226,33609,33782,+,1496.1,GCF_028827895.1,173
NW_026643117.1,39689,41487,41662,45104,41488,41661,+,1496.1,GCF_028827895.1,173
NW_026643117.1,47462,49259,49434,52875,49260,49433,+,1496.1,GCF_028827895.1,173
NW_026643072.1,30,1649,1824,5499,1650,1823,+,1258.5,GCF_028828015.1,173
NW_026643072.1,7703,9500,9675,13350,9501,9674,+,1496.1,GCF_028828015.1,173
NW_026643072.1,15555,17354,17529,21204,17355,17528,+,1496.2,GCF_028828015.1,173
NW_026643072.1,23408,25205,25380,29055,25206,25379,+,1496.1,GCF_028828015.1,173
NW_026643072.1,31259,33056,33231,36908,33057,33230,+,1496.1,GCF_028828015.1,173
NW_026643143.1,1777,3574,3749,7490,3575,3748,+,1496.1,GCF_028828045.1,173
NW_026643143.1,9769,11566,11741,15482,11567,11740,+,1496.1,GCF_028828045.1,173
NW_026643140.1,22955,24751,24926,28480,24752,24925,+,1496.7,GCF_028828085.1,173
NW_026643171.1,5753,7550,7725,13533,7551,7724,+,1497.0,GCF_028828195.1,173
NW_026643180.1,2221305,2223101,2223278,2226831,2223102,2223277,+,1497.5,GCF_028828445.1,175
NW_026643180.1,2229869,2231666,2231843,2235396,2231667,2231842,+,1497.5,GCF_028828445.1,175
NW_026643180.1,2238437,2240233,2240410,2243963,2240234,2240409,+,1497.5,GCF_028828445.1,175
NW_026643180.1,2247004,2248800,2248977,2252532,2248801,2248976,+,1497.5,GCF_028828445.1,175
NW_026643180.1,2255574,2257370,2257547,2261100,2257371,2257546,+,1497.5,GCF_028828445.1,175
NW_026643180.1,2264137,2265933,2266110,2269662,2265934,2266109,+,1497.5,GCF_028828445.1,175
NW_026643180.1,2272706,2274502,2274679,2278232,2274503,2274678,+,1497.5,GCF_028828445.1,175
NW_026643192.1,7595,9392,9568,13122,9393,9567,+,1494.9,GCF_028828465.1,174
NW_026643192.1,17223,19020,19196,22750,19021,19195,+,1494.9,GCF_028828465.1,174
NW_026643192.1,27041,28838,29014,32568,28839,29013,+,1494.9,GCF_028828465.1,174
NW_026643192.1,36520,38317,38493,42047,38318,38492,+,1494.9,GCF_028828465.1,174
NW_026643211.1,5825236,5827031,5827210,5831198,5827032,5827209,+,1484.7,GCF_028828655.1,177
NW_026643211.1,5834483,5836278,5836456,5840445,5836279,5836455,+,1484.7,GCF_028828655.1,176
NW_026643211.1,5843734,5845530,5845708,5849406,5845531,5845707,+,1494.0,GCF_028828655.1,176
NW_026703963.1,3106906,3108702,3108877,3112430,3108703,3108876,+,1497.5,GCF_028828765.1,173
NW_026703963.1,3114989,3116785,3116960,3120514,3116786,3116959,+,1497.5,GCF_028828765.1,173
NW_026703963.1,3123075,3124871,3125046,3128600,3124872,3125045,+,1497.5,GCF_028828765.1,173
NW_026703963.1,3131160,3132957,3133132,3136685,3132958,3133131,+,1496.6,GCF_028828765.1,173
NW_026703963.1,3139246,3141042,3141217,3144771,3141043,3141216,+,1497.5,GCF_028828765.1,173
NW_026703963.1,3147331,3149127,3149302,3152855,3149128,3149301,+,1497.5,GCF_028828765.1,173
NW_026643229.1,3738,5535,5712,9266,5536,5711,+,1495.0,GCF_028829455.1,175
NW_026643228.1,5890,7685,7862,11416,7686,7861,+,1484.7,GCF_028829455.1,175
NW_026643227.1,7940,9737,9914,13468,9738,9913,+,1495.0,GCF_028829455.1,175
NW_026643229.1,12126,13923,14100,17654,13924,14099,+,1495.0,GCF_028829455.1,175
NW_026643228.1,14274,16071,16248,19802,16072,16247,+,1495.0,GCF_028829455.1,175
NW_026643227.1,16327,18124,18301,21855,18125,18300,+,1495.0,GCF_028829455.1,175
NW_026643229.1,20513,22310,22487,26041,22311,22486,+,1495.0,GCF_028829455.1,175
NW_026643228.1,22659,24456,24633,28188,24457,24632,+,1495.0,GCF_028829455.1,175
NW_026643227.1,24718,26515,26692,30246,26516,26691,+,1495.0,GCF_028829455.1,175
NW_026643229.1,28902,30699,30876,34430,30700,30875,+,1495.0,GCF_028829455.1,175
NW_026643228.1,31043,32840,33017,36571,32841,33016,+,1495.0,GCF_028829455.1,175
NW_026643227.1,33106,34903,35080,38633,34904,35079,+,1495.0,GCF_028829455.1,175
NW_026643229.1,37291,39088,39265,42819,39089,39264,+,1495.0,GCF_028829455.1,175
NW_026643228.1,39424,41220,41397,44951,41221,41396,+,1494.0,GCF_028829455.1,175
NW_026643227.1,41497,43294,43471,47025,43295,43470,+,1495.0,GCF_028829455.1,175
NW_026643229.1,45678,47475,47652,51206,47476,47651,+,1495.0,GCF_028829455.1,175
NW_026643228.1,47808,49605,49782,53337,49606,49781,+,1495.0,GCF_028829455.1,175
NW_026643227.1,49884,51682,51859,55414,51683,51858,+,1483.8,GCF_028829455.1,175
NW_026643229.1,54066,55863,56040,59595,55864,56039,+,1495.0,GCF_028829455.1,175
NW_026643228.1,56195,57991,58168,61723,57992,58167,+,1494.0,GCF_028829455.1,175
NW_026643227.1,58271,60068,60245,63799,60069,60244,+,1495.0,GCF_028829455.1,175
NW_026643229.1,62454,64251,64428,67982,64252,64427,+,1495.0,GCF_028829455.1,175
NW_026643227.1,66659,68456,68633,72186,68457,68632,+,1495.0,GCF_028829455.1,175
NW_026643229.1,70842,72639,72816,76372,72640,72815,+,1495.0,GCF_028829455.1,175
NW_026643227.1,75044,76848,77034,80548,76849,77033,+,1325.7,GCF_028829455.1,184
NW_026643229.1,79232,81029,81206,84760,81030,81205,+,1495.0,GCF_028829455.1,175
NW_026643229.1,87616,89413,89590,93145,89414,89589,+,1495.0,GCF_028829455.1,175
NW_026643220.1,3767294,3769091,3769268,3772822,3769092,3769267,+,1495.0,GCF_028829455.1,175
NW_026643220.1,3775680,3777476,3777653,3781207,3777477,3777652,+,1494.0,GCF_028829455.1,175
NW_026643220.1,3784065,3785862,3786039,3789593,3785863,3786038,+,1495.0,GCF_028829455.1,175
NW_026643220.1,3792453,3794250,3794427,3797980,3794251,3794426,+,1495.0,GCF_028829455.1,175
